Employee_ID,job_role,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,productivity_score,burnout_risk_level
def427f1-86b3-4528-bf0f-e01c845bd274,Designer,8,7.0,6.9,39.8,1.4,Low,8.3,11.1,3.65,8,3.2,4.7,9.21,41.6,High
b8682245-273f-4629-a4db-52401a92d039,Manager,16,7.0,15.8,20.8,1.0,Medium,15.399999999999999,18.6,2.15,6,1.2,1.8,10.0,48.3,High
5d717e56-eb9e-4d64-90e2-519906d1d919,Writer,7,14.3,39.2,15.7,0.6,High,6.7,4.4,4.31,9,4.0,3.8,10.0,56.7,High
9ad70f28-948f-4c70-a1da-81612598e62b,Manager,20,9.1,30.6,19.7,0.3,Low,14.5,12.2,0.65,9,2.4,5.2,7.0,73.9,Medium
06d74cf0-5597-41ab-adaf-f0b9c997282a,Designer,16,6.0,8.1,35.4,3.2,Medium,6.8,11.7,0.1,7,5.2,2.5,10.0,64.2,High
b64d3e6e-8bb6-4e20-a789-b18aa506d5aa,Developer,2,23.1,55.0,10.2,1.9,Medium,6.5,10.5,3.85,8,6.2,4.6,9.09,66.0,High
c704a235-dfd6-494f-9aad-58e1107816c4,Developer,16,16.4,33.2,22.2,1.4,Low,5.4,6.3,0.1,5,6.2,5.0,7.14,91.5,High
9339eff6-8643-4435-9810-91b39b8d5397,Developer,7,13.7,34.7,18.0,0.8,Low,1.0,7.2,1.6,4,6.5,7.8,5.06,88.4,Medium
a1b201d4-70a9-4589-ae34-b23f5cc88c7d,Analyst,13,7.4,12.6,23.8,0.4,High,7.5,4.1,2.26,2,5.7,3.3,10.0,67.0,High
826f5a4b-89a0-4dc7-82d6-fb617beb3fe0,Writer,2,18.9,44.1,17.6,0.9,High,3.5,5.1,3.36,2,4.3,3.0,10.0,56.6,High
97963017-8647-4cc6-a3e2-9d03d3b05f97,Analyst,10,7.7,23.8,23.7,1.4,High,4.9,9.4,2.08,9,7.2,3.9,10.0,67.6,High
285825e4-83d5-420c-95dd-7cec9a0ab6f4,Writer,16,17.5,49.8,22.3,1.4,Low,6.1,7.7,3.66,9,4.9,4.5,7.5,79.5,High
b24c4d97-67f3-48bd-9065-7e36fc653d37,Manager,16,6.6,20.3,21.6,2.3,Low,15.399999999999999,12.1,3.63,3,3.4,4.7,7.36,65.2,High
042d28ec-f13a-44f5-bdec-d0083c61a850,Developer,19,24.3,58.3,14.1,3.3,High,2.5,5.1,2.5,8,4.3,2.8,10.0,76.8,High
6ec23d9b-1ad1-46d4-a165-8c8213f0f442,Manager,20,0.0,0.0,38.7,0.1,High,15.399999999999999,15.7,3.32,10,1.3,1.0,10.0,37.9,High
878b0ac4-3213-4069-8f1a-c029052f7a3f,Developer,14,25.3,63.6,15.0,1.1,Medium,1.0,2.8,2.88,2,5.9,4.7,9.38,86.7,High
b2b5477b-9003-4e72-9801-54d390dea301,Developer,20,16.8,48.4,18.6,3.4,High,6.8,8.8,0.1,8,6.1,2.4,10.0,93.4,High
e8a39f23-138c-47de-961c-ba1c50b6992c,Designer,1,3.3,5.8,28.2,5.9,High,7.4,13.0,0.1,4,3.8,3.3,10.0,43.1,High
cbe164d1-046e-4c1b-bf9e-4ea8fbab3e66,Manager,20,9.8,15.1,29.1,2.2,High,14.3,11.5,2.21,10,3.1,1.8,10.0,63.5,High
22651a48-30e6-40be-ba52-913b8eb02e3c,Marketer,7,8.8,22.3,24.7,1.0,Medium,3.7,8.1,3.52,3,6.0,5.2,8.63,67.6,High
78edb0c7-4588-42bb-b88c-d03d3b6164a9,Developer,9,19.9,56.7,10.0,1.4,Medium,8.2,9.4,3.3,7,4.2,5.0,8.79,69.2,High
5491d804-29f5-4c8d-910c-573fde3d5dcb,Developer,8,17.1,30.5,17.5,0.7,Medium,2.6,8.6,2.77,2,5.9,5.2,8.63,69.1,High
1d2079cc-0e93-416e-b951-b8b546e1ef12,Developer,16,10.0,25.3,10.8,2.0,Medium,8.4,6.6,0.15,5,2.9,7.2,7.15,72.8,High
69076eaf-2936-4f46-993f-ae6b2f06106d,Designer,18,6.6,12.1,19.5,2.3,Low,6.1,2.0,3.29,2,5.7,8.0,4.93,67.9,Medium
1d1e0592-3adc-492a-aecc-728e5263e8f2,Developer,4,20.0,48.1,14.4,1.3,High,4.1,8.2,5.18,5,5.8,3.4,10.0,60.0,High
2096384c-b24e-47ff-9888-202e1082172b,Analyst,1,11.1,31.9,19.7,3.5,Medium,5.2,6.1,2.53,10,4.7,5.5,8.41,55.6,High
53e4f12c-8b9a-4f85-abe7-508390f70dd9,Designer,15,4.0,11.9,31.4,2.6,Low,5.8,9.9,2.89,3,5.2,5.7,6.62,64.9,Medium
055ab78a-ba0b-438b-b347-32eec1b6e367,Designer,17,9.5,19.4,20.3,4.4,Low,5.5,6.5,1.04,5,4.2,7.2,5.52,80.7,Medium
106dac59-c248-43b0-8288-70a466e5b934,Designer,12,2.6,3.7,24.7,1.3,Low,6.0,6.0,3.48,4,6.1,7.7,5.15,59.6,Medium
a188eda9-1d39-4ddb-bb32-506ef307fa85,Analyst,12,14.5,39.6,19.3,4.5,Medium,6.2,6.6,1.29,6,5.8,4.5,9.15,76.8,High
b0ec09a7-bf77-476f-8efa-ac4470628c1f,Manager,11,5.2,10.2,30.9,2.4,Medium,7.7,12.0,1.36,5,3.2,3.5,9.88,50.0,High
649e9229-2d82-48e1-ba5b-e1b7097e74f7,Developer,15,8.8,24.6,21.1,1.5,High,6.8,6.5,1.61,9,5.3,3.8,10.0,71.7,High
8e391c95-763b-414e-849e-212e35e65d16,Developer,18,18.4,33.0,27.5,2.7,Low,1.0,6.6,2.14,9,5.9,4.7,7.66,80.6,High
d52ed32e-dcd7-4235-8568-fd5894d7e24a,Manager,11,9.8,8.7,30.6,4.9,Low,11.1,10.4,1.77,5,3.1,4.7,7.36,46.7,High
ff0c74fc-6420-4dbb-8979-5137769d58a2,Designer,7,1.8,0.0,26.6,4.7,Low,2.1,5.4,0.39,8,4.4,8.4,4.63,61.3,Medium
83adad23-8eaa-4382-b135-4cd9c0ebb17c,Manager,13,5.1,12.8,29.7,2.3,Low,15.399999999999999,15.1,2.91,2,1.9,2.5,8.99,41.5,High
b9d09f17-a55d-401f-a5a6-bfaa96ff263e,Developer,3,5.2,12.8,19.0,1.3,Low,1.4,5.2,0.23,2,5.4,9.6,3.74,65.5,Low
022c36a7-0c76-4c82-9922-8f88f0d5e665,Writer,5,7.6,12.1,28.2,6.9,High,5.3,9.7,0.1,1,6.3,2.7,10.0,54.7,High
4d309ada-1b58-4ffa-9c5d-c7a49f05b681,Analyst,16,6.8,10.5,30.8,3.1,High,5.9,10.4,0.69,7,4.9,2.1,10.0,59.3,High
3fb48209-b8ea-4f84-ad18-6f49dd548b3f,Analyst,1,15.7,35.9,26.6,6.8,High,5.9,7.6,0.1,1,5.0,1.0,10.0,59.9,High
9fe38941-d14f-4abe-8038-14d289a059d0,Marketer,15,13.1,28.1,11.1,1.3,High,5.5,10.7,0.61,1,4.6,5.6,9.98,69.8,High
90df7914-c24a-40da-a4d6-4ab28a0c1c5c,Developer,14,9.1,20.6,31.2,0.4,Medium,6.0,8.7,2.74,10,4.7,2.9,10.0,55.8,High
701cfaa3-5b12-44e1-8b54-3903a59f22f7,Developer,9,14.6,45.5,21.7,1.1,Low,1.0,5.2,3.53,6,5.9,6.7,5.89,82.0,Medium
8bb70a64-3f08-4448-b56f-b69c43103047,Marketer,2,6.7,24.1,33.1,2.4,Medium,3.8,8.7,2.69,5,5.0,3.6,9.82,48.3,High
ef45e6ad-33d4-40ea-9063-e987d32fdd46,Developer,6,25.0,58.2,14.2,1.8,High,5.6,2.6,2.73,7,7.4,1.8,10.0,74.4,High
1a5cfaf1-f9cd-439c-adee-6db34fd2f866,Marketer,11,7.8,18.9,27.2,0.9,Medium,6.9,8.4,1.17,1,4.8,4.0,9.51,61.2,High
35c5b476-c738-4e9b-b2d0-6953ea4db364,Manager,9,7.9,15.1,33.5,3.4,High,9.7,11.2,0.1,9,4.9,1.0,10.0,55.1,High
6b65f2eb-23b6-463a-9a0b-fe871ebbbdfc,Developer,16,20.5,43.0,27.0,1.8,Low,2.2,7.7,0.68,9,6.4,3.6,8.18,86.7,High
7f061ea4-ac0e-45d7-9f92-2201181a0804,Analyst,7,9.3,19.6,18.2,1.6,High,7.3,7.3,1.93,2,4.7,4.3,10.0,63.3,High
2e9efcd8-ad73-49a1-8d7f-f3f36f6ce2c7,Designer,5,0.5,4.5,21.6,0.9,Medium,9.1,11.5,1.79,3,4.5,6.7,7.52,45.8,High
7f33ad54-4719-4e31-8b9c-56dab994aac5,Marketer,17,13.8,34.7,24.1,0.1,High,1.4,4.9,2.67,10,5.9,3.2,10.0,78.1,High
0af3bdfa-5bac-4a84-ba0c-d49eac34972c,Manager,3,1.4,2.6,34.0,4.3,Low,13.9,16.2,0.68,1,4.7,3.7,8.11,48.7,High
9843a647-94e7-4537-9d91-170b2dba44fe,Developer,1,12.9,39.5,15.1,4.7,Low,1.0,7.2,2.63,2,6.3,8.8,4.34,67.1,Low
a95ee720-1820-4f98-8a86-1a15b0cb55e1,Manager,18,6.3,20.4,25.0,2.1,High,15.399999999999999,12.8,3.6,8,2.8,1.0,10.0,58.7,High
40ca2af2-d62b-4799-ad10-2d13b67adba9,Developer,17,18.1,46.3,20.7,1.1,Low,6.3,9.5,4.63,9,4.7,4.7,7.36,71.3,High
a5abbaf0-ec62-4c92-8d67-678ae9616e19,Designer,17,8.3,25.7,25.9,1.9,High,3.7,11.1,0.6,2,5.7,3.5,10.0,84.0,High
156c1529-60cb-4f3a-8592-e496297ac843,Analyst,5,3.3,0.0,28.8,2.7,Low,13.8,12.4,1.21,6,3.4,4.5,7.5,41.8,High
97f50b05-ad89-4c11-ad34-1d9dc13484c0,Marketer,6,8.5,26.1,34.0,3.0,Low,3.6,6.2,4.08,4,5.8,4.5,7.52,58.6,High
689c08ee-8172-416c-b6ac-d1be306f4185,Writer,7,9.8,38.4,10.0,0.2,Medium,7.7,8.4,4.64,6,4.9,6.6,7.58,62.0,High
7e883ba4-9738-4c01-9218-94cb942b8c10,Developer,1,27.1,79.3,10.0,1.1,Medium,1.0,3.2,3.14,6,6.7,5.0,8.79,92.3,High
2d97dd3f-bea3-438d-aa9e-9f2a32b04393,Designer,12,4.0,17.5,20.0,1.9,Medium,3.7,8.8,0.49,6,6.3,7.6,6.86,71.9,Medium
e86a2ceb-e783-435f-9838-2bb34f9c91a3,Designer,9,7.0,11.0,30.9,0.5,Medium,3.8,6.2,0.46,3,4.4,4.1,9.45,58.4,High
7a9ef087-cc1a-4ba3-9623-e2b96ee79060,Analyst,6,9.8,31.8,20.0,2.2,High,3.8,5.0,1.07,7,5.8,4.7,10.0,58.9,High
45f6621c-103c-4907-87e0-5e3bebdaa57b,Developer,10,19.8,48.5,10.0,0.3,High,10.1,9.0,2.05,4,4.3,3.0,10.0,69.1,High
1b1705fe-14fd-4635-af78-657be2c8ae91,Writer,8,20.9,51.7,14.3,2.8,Low,6.7,12.2,3.75,1,3.5,5.5,6.76,64.8,Medium
6661129a-64f8-4ed1-8ef6-1ba8ad39d68e,Developer,19,20.7,51.8,13.4,0.2,High,8.4,8.5,1.35,3,1.6,2.4,10.0,73.5,High
c59ff7d0-8eba-4d0a-a70e-36c14bafd23f,Analyst,20,9.8,16.2,27.0,2.9,Medium,4.1,6.1,0.1,10,5.7,4.9,8.85,79.1,High
18803251-4c50-48ce-8451-47c050a653f0,Analyst,9,16.0,40.3,10.0,0.9,Medium,5.0,5.1,2.78,1,5.5,6.8,7.46,76.6,High
606c0051-b66a-4794-bc17-e54a9cf66fcf,Developer,8,17.3,40.5,14.6,0.2,Medium,2.8,8.3,5.7,2,5.9,5.8,8.18,59.3,High
770eba4f-b10f-4fbd-a13f-150ce4b07366,Writer,15,12.2,27.7,22.4,1.4,Medium,6.2,10.1,0.74,9,5.7,4.3,9.3,80.3,High
ccabadac-dcf0-4f41-a87a-06a26ca710a1,Manager,12,9.8,13.7,25.1,4.6,Medium,12.6,12.3,0.1,3,4.8,2.9,10.0,54.8,High
13a0097f-e74e-4970-ac21-034325439fa3,Analyst,8,13.4,30.2,31.1,2.8,Low,5.0,9.2,0.1,8,6.2,3.6,8.17,76.5,High
ad6d06be-b8dc-4e98-afa4-c2ebc656263e,Developer,4,12.2,35.0,19.1,3.3,High,4.0,4.4,0.31,3,4.7,4.2,10.0,63.5,High
7436ef3c-d4b0-411c-9f37-9c0a960fbb05,Analyst,16,11.8,36.5,19.2,0.6,High,1.0,6.9,1.99,7,6.2,5.0,10.0,87.4,High
ceb1659a-3d5f-4dd7-9a8e-eea1cc7b0826,Designer,6,9.0,20.3,20.4,0.4,Low,5.2,7.9,0.46,2,6.3,7.4,5.38,80.0,Medium
dfcd1cd0-af46-4d54-9bb8-001b55d42592,Developer,8,13.8,36.2,18.3,1.6,Medium,3.6,5.0,1.5,2,4.6,5.6,8.34,73.8,High
ec1c53d0-6bcc-490c-8199-90e12b5c8e8a,Developer,14,16.8,39.9,23.2,1.9,Low,9.3,12.2,1.72,2,3.3,3.7,8.11,69.6,High
9fd2ca85-38df-4cad-bc5e-182db3c32318,Manager,18,3.8,10.6,18.6,1.2,Medium,10.3,7.1,3.19,4,5.0,6.3,7.81,71.2,High
79095e22-b24c-4803-ac5b-4370bbe79789,Developer,13,18.4,52.0,13.7,1.7,Low,4.3,5.2,4.43,5,4.6,6.9,5.73,82.9,Medium
36c35ef5-2992-417f-a2a6-72c74c072aa3,Marketer,8,2.0,4.2,24.2,3.0,High,3.4,6.4,3.26,2,7.0,5.6,9.98,63.0,High
55487b83-c671-4136-905b-3dc60bc88c80,Manager,12,11.8,33.2,16.1,3.6,Medium,15.399999999999999,16.4,0.17,8,1.0,2.1,10.0,57.8,High
aff63a01-33d4-4fb5-85d3-cb360146bd70,Developer,20,9.4,18.9,31.7,1.0,Medium,6.2,7.7,0.55,10,5.6,2.7,10.0,67.9,High
ce9e4c8e-2280-4f18-94b9-d778fc118ad9,Analyst,14,10.1,28.1,15.6,4.5,Low,1.0,6.7,0.1,4,6.2,9.3,3.95,100.0,Low
386ecf40-c676-4b8e-927b-155653e41735,Marketer,7,10.8,19.2,20.1,1.4,Low,5.0,5.2,2.81,4,4.9,7.0,5.65,65.8,Medium
2a549df9-4eb2-47c3-a13d-be5bedf53317,Marketer,20,5.2,9.0,21.9,0.2,Low,11.2,10.3,1.36,7,3.3,6.4,6.1,66.5,Medium
82390e04-ce3f-41b6-812c-75f41ae81e25,Developer,13,9.8,35.3,15.8,2.9,High,4.1,3.4,3.62,8,5.8,4.6,10.0,67.3,High
80ce8aa9-c8ed-4924-b1b8-8c2799aefdd2,Designer,13,5.1,9.8,28.7,1.3,Medium,2.1,4.1,0.51,9,6.1,5.5,8.4,77.3,High
51acb1a7-175f-42cf-80d5-a06cd66f10f1,Designer,10,4.4,8.5,42.1,3.7,High,1.0,6.5,0.96,2,6.3,1.1,10.0,60.0,High
e7726970-05df-4abe-b37e-6c4f0589526f,Marketer,2,11.5,34.5,20.5,3.2,Low,5.3,9.8,0.1,3,2.7,6.7,5.89,67.5,Medium
7cd8f65a-c647-4403-a6b1-1e127d13612d,Analyst,10,18.6,46.8,10.0,4.8,Low,3.3,8.5,0.1,9,5.5,8.0,4.91,90.8,Medium
346f3247-ff03-4930-82e2-8e9e35ed02cf,Designer,3,5.3,17.1,20.1,1.2,High,7.8,8.7,0.25,1,2.7,4.7,10.0,52.3,High
e26109ff-d0b5-44bf-8350-edde6c815f32,Developer,6,12.5,20.0,26.5,1.0,Medium,1.0,5.7,4.82,5,5.2,4.5,9.15,46.8,High
df4fb0b6-b10b-421b-8a28-e3bd70b9a1a7,Designer,4,2.5,4.6,23.2,1.6,Medium,4.2,6.2,0.8,3,6.3,7.0,7.29,59.0,High
ab81b3d5-c275-4e69-bdfa-5d4d0048f460,Analyst,15,8.2,23.7,27.5,1.9,Medium,3.0,8.4,0.54,7,4.4,4.8,8.92,74.4,High
27986ea5-ed3f-4701-9353-28bb7de090d1,Marketer,4,17.6,42.3,20.7,2.3,Medium,1.0,7.1,2.84,1,5.0,4.7,9.01,63.5,High
f4c013e6-0bce-4e06-830e-d04243cfe97c,Manager,12,2.8,10.4,25.7,1.1,Low,15.399999999999999,18.0,1.78,3,2.6,4.4,7.59,54.1,High
331c479a-ba6d-49f2-bea9-1a1d0cabae7b,Designer,20,2.4,6.9,27.2,2.0,High,3.7,9.7,2.07,9,5.2,4.7,10.0,57.2,High
e6740e7a-c5b1-4b6e-a2d6-dc41f4733494,Marketer,9,5.7,14.3,27.8,2.3,Low,5.2,8.2,3.77,3,4.9,6.3,6.17,61.9,Medium
97eceaca-af6c-42b7-a902-cf5dfe0ed92e,Developer,15,11.4,26.0,23.6,3.2,Medium,4.7,8.7,0.1,7,5.9,4.6,9.08,82.9,High
f070ad08-bd47-4a8b-a0df-f3174288a6af,Manager,14,4.7,11.0,25.4,1.3,Medium,9.4,9.7,3.29,10,4.6,4.6,9.07,57.4,High
835067b4-f295-4346-85e0-390cbb929ec5,Marketer,6,13.0,24.5,20.3,3.3,Low,2.9,6.7,0.1,10,6.3,7.0,5.67,85.4,Medium
4052f636-3b4d-47f7-b161-15cd416dead1,Designer,19,4.6,10.0,27.7,2.9,Low,9.4,10.7,1.14,9,2.0,5.6,6.7,59.6,Medium
257525ca-e8b4-447b-878d-6df293c9523b,Manager,17,4.8,14.2,21.0,1.7,High,8.3,11.5,3.81,7,3.1,4.5,10.0,46.6,High
234117f0-056f-42a0-a732-faf708ecfed5,Analyst,20,7.9,17.7,24.7,0.4,Low,3.0,3.0,3.88,10,4.6,4.7,5.59,71.1,Medium
bf2a2e84-7da1-4441-bf87-f74edeeeaac4,Analyst,2,11.5,29.5,17.9,0.1,High,2.2,7.5,5.68,9,5.6,5.1,10.0,39.4,High
552fc48b-9300-4f14-8dde-422ea8947e9d,Designer,11,6.4,16.9,31.4,1.3,Low,5.0,6.5,0.1,8,6.3,5.3,6.92,74.9,Medium
5f65d48f-ae32-4bb6-a011-2e9dd82c55db,Designer,18,3.5,3.4,33.4,2.0,Medium,3.1,6.1,0.48,10,6.2,4.5,9.15,65.7,High
dfe2ec37-3817-463d-9af3-186e6fe1ec50,Designer,7,7.5,17.7,16.7,1.8,High,3.0,5.3,1.76,3,6.9,6.2,9.53,64.6,High
9b2f6a64-be33-46f1-8cf1-331d9e96332b,Analyst,19,10.8,25.4,27.5,1.6,Low,7.8,7.3,1.28,5,6.7,4.5,7.52,80.9,High
79eb4188-5723-439a-b28d-2aa13b1d6d13,Designer,14,6.2,22.0,28.8,1.2,Medium,3.5,8.2,1.29,1,6.9,4.9,8.86,76.8,High
48d92566-25a2-4d04-991c-c1a07282a4da,Developer,18,18.5,46.0,19.8,2.2,Medium,3.7,8.3,0.95,3,4.5,4.0,9.52,81.4,High
434864a5-5742-42e2-996e-5cac5aa5e63f,Analyst,15,13.1,35.4,12.5,0.9,Medium,2.9,8.5,0.23,3,4.1,7.4,7.01,79.0,High
c3cc3158-1819-4794-8385-78c0a5f91faa,Developer,17,8.9,17.0,24.0,2.0,High,5.6,9.6,2.88,5,4.9,3.4,10.0,63.9,High
24d0f1cc-0dbd-4ace-9039-8c8d967a0004,Designer,17,2.7,5.7,25.3,0.4,Medium,5.6,7.6,3.19,4,5.2,6.1,7.97,57.7,High
21e81c9f-88fe-4d4d-bd79-9348de4f3447,Designer,6,4.6,10.1,22.1,1.1,High,7.8,7.9,0.9,6,4.0,4.4,10.0,58.9,High
c25694ea-30e9-46a5-94ba-d132a6029f06,Analyst,2,12.9,37.6,25.8,7.8,High,5.5,8.5,0.1,5,3.3,1.9,10.0,55.4,High
3f4dd6d4-e51f-4a33-95e4-700438db66ba,Writer,18,13.9,42.4,18.0,2.6,High,5.1,13.2,2.48,3,7.5,4.7,10.0,86.6,High
07fd730d-123c-4017-87d7-7d22aa5386e0,Manager,14,10.5,30.4,14.7,1.2,Medium,15.3,12.6,0.1,10,2.4,4.4,9.23,68.1,High
e2c90436-98a1-4268-8e25-0d2d49bccd9e,Writer,2,13.1,34.8,11.2,2.6,Medium,8.2,9.1,3.85,4,4.0,6.4,7.75,42.7,High
f49b7fa3-f0d7-4020-b18e-d6340996f1e4,Developer,19,14.0,18.8,22.7,2.8,High,9.3,11.9,1.4,9,4.4,1.5,10.0,67.8,High
8cb5304e-2b89-42f6-8b85-710c396102ff,Developer,9,7.6,14.5,20.0,0.8,Low,7.8,10.2,3.08,1,4.5,7.2,5.52,51.6,Medium
858102ce-25d1-487d-b885-0de88e2bd543,Analyst,11,8.8,17.7,24.6,1.4,Medium,6.0,5.4,4.25,1,4.1,4.6,9.06,46.1,High
c0ce228c-0ac5-412f-8b2b-ab993118aeaa,Manager,3,5.3,13.6,16.5,2.4,Low,9.9,5.4,1.29,6,5.4,8.1,4.85,67.3,Medium
e61087dd-2d1c-4a61-a4a4-282f6b23b1d0,Designer,13,5.6,22.6,27.1,1.1,Low,5.9,6.9,4.61,7,4.1,6.4,6.12,60.7,Medium
5a72ed65-538d-46ab-af27-b155f4413974,Developer,10,7.3,13.4,28.2,2.4,Medium,8.9,9.7,3.86,7,6.6,3.4,9.96,59.2,High
9e184c10-1078-4102-9514-002960b0208c,Developer,20,15.7,44.0,17.6,1.8,Medium,9.0,9.8,1.4,8,5.5,3.9,9.59,80.3,High
d45d642d-50b1-4c71-b319-ca65601a6fae,Developer,7,22.4,57.1,10.0,0.4,High,6.3,6.7,4.48,1,4.9,3.3,10.0,66.5,High
a3719312-26dd-452d-9933-46c79484ed25,Developer,13,18.0,38.2,21.9,2.0,High,4.3,10.0,4.08,8,5.2,2.0,10.0,64.5,High
57832500-30e8-47f7-83b1-25542e9c991b,Analyst,20,7.1,15.6,25.7,1.4,High,5.6,6.5,3.19,9,4.5,3.4,10.0,62.0,High
1c251940-8377-46d0-95fe-dac2cbd9e038,Developer,8,11.7,27.3,27.4,1.4,Low,5.8,3.6,1.47,3,5.0,4.8,7.29,65.4,High
f6d15437-d14c-4361-a2c4-b5468f4ffd7e,Marketer,3,17.3,47.2,12.5,2.0,Low,8.4,14.2,4.21,8,3.7,6.4,6.09,67.3,Medium
f7ade07d-81be-4e03-bf0e-5d7b0b3fdf7d,Designer,16,5.5,14.3,20.3,0.6,High,4.3,9.3,1.0,8,7.3,5.5,10.0,81.0,High
6f398062-62e1-4847-9ba8-fd31ff009d81,Analyst,3,15.2,36.3,14.2,0.3,Medium,7.5,12.4,3.16,10,4.6,5.3,8.56,60.5,High
3203825f-d513-460c-b58a-f71381aab2b6,Marketer,6,14.8,37.1,17.8,1.2,High,2.9,4.6,4.47,10,4.5,4.1,10.0,59.8,High
59af4eac-a9d7-4eaf-852e-2bc926ee633e,Developer,5,18.5,50.0,21.4,2.5,Low,4.4,8.6,0.96,2,4.1,4.7,7.21,68.2,High
8d8667fa-ba8f-4271-82e1-f219cf53447f,Developer,13,15.2,37.0,25.9,4.4,Medium,1.0,5.9,0.1,2,6.1,4.0,9.53,74.9,High
8d808c3c-a309-4947-8cfe-c136f184e9c5,Developer,2,16.9,47.1,19.1,2.4,Medium,3.9,5.6,0.36,5,5.1,4.5,9.14,66.8,High
89b72926-f1e9-4d48-a098-42b68ae71536,Developer,14,8.7,28.6,21.9,1.3,High,10.1,10.2,1.8,5,3.5,2.8,10.0,61.1,High
acdfa221-0bb6-41d0-9ef3-6266120f3c72,Developer,7,19.7,54.0,14.7,2.3,Low,4.8,8.5,1.07,8,5.1,6.2,6.25,83.8,Medium
09c61bba-a57f-4170-b981-e16de23a6d33,Designer,14,4.0,10.5,23.1,3.1,Low,1.3,4.3,2.13,5,4.4,8.9,4.25,71.5,Low
0ad9652f-203a-4bc7-9536-6a44a820b077,Analyst,8,11.1,38.4,11.1,3.2,High,7.7,12.7,2.14,10,6.6,5.5,10.0,70.9,High
d77ee091-2635-4a9c-99ef-bd1fa4273d99,Designer,10,6.2,8.6,24.5,3.4,Low,3.4,5.2,0.1,7,3.5,7.5,5.3,72.9,Medium
62f3f808-8eab-4040-8511-95283c833c2f,Designer,15,9.8,11.8,27.9,2.8,Medium,4.5,7.9,3.47,10,5.4,5.2,8.63,56.5,High
aeac5c0f-d821-4f82-87d6-60edbf49f9cb,Developer,6,12.4,22.8,21.7,0.6,High,3.0,5.8,2.65,8,4.2,3.7,10.0,50.0,High
d29d3f6a-df32-4f80-a06c-eb8f5cd68fb4,Analyst,4,9.9,16.5,21.8,0.7,Medium,6.7,7.2,2.48,8,4.9,4.9,8.85,47.8,High
d67ace0d-3870-4da4-9892-a2cc8b8af125,Developer,15,14.3,32.6,10.0,0.6,Low,8.0,8.5,2.84,8,2.8,7.9,4.99,79.0,Medium
7497fec3-c721-44c4-b87d-082fff45d538,Analyst,5,8.3,18.5,25.7,5.6,Low,5.0,3.4,0.1,7,5.3,6.2,6.24,74.7,Medium
f39144a7-ae18-4f38-8417-c582468acd9a,Developer,11,17.7,39.4,22.6,3.2,Low,6.9,8.8,2.99,10,5.7,4.2,7.73,74.6,High
1638024f-2014-4c74-9bfc-2f9dab94a5f3,Analyst,13,10.8,17.4,34.4,0.6,Medium,2.0,9.3,2.0,1,2.3,2.7,10.0,51.2,High
c040ed53-c4bb-4e43-a2a3-140ddfbe0c51,Writer,6,7.9,17.7,36.0,0.8,High,1.0,8.3,4.69,9,6.3,1.8,10.0,48.8,High
171f2063-1d97-4be9-b609-6e5683a44e59,Developer,11,11.5,24.4,25.0,1.2,Medium,1.0,3.8,2.03,8,7.3,5.1,8.7,72.2,High
92050bd4-07cf-4214-a6d4-6a8f0fa8d268,Manager,1,2.7,6.6,21.1,3.5,Low,15.399999999999999,11.5,0.1,5,1.7,5.7,6.63,50.8,Medium
1e0cea45-911f-4789-9bd1-bf54bfa398a6,Analyst,4,16.1,35.3,21.2,1.2,Low,1.0,7.6,3.47,1,6.2,6.4,6.1,76.4,Medium
57b810e4-526b-4e59-9129-cc842800fbd6,Designer,16,1.5,0.0,37.6,0.5,High,1.9,4.2,2.4,4,5.3,2.8,10.0,55.8,High
f1d94415-563e-4222-8248-102554a11008,Writer,10,17.5,53.6,10.6,0.2,Medium,5.8,4.1,3.91,8,7.4,6.0,8.03,81.8,High
a193ad2f-bc42-46bc-b5ff-4c38767ee357,Developer,2,15.7,38.9,10.0,2.4,Low,8.4,12.4,2.38,9,2.6,7.5,5.3,57.8,Medium
939c04a4-9c35-47e8-b0b7-ad1828ded77a,Marketer,11,9.8,44.3,13.5,2.4,Medium,7.6,9.0,1.71,5,4.5,5.3,8.56,76.4,High
306c3481-1608-48d0-ac45-c42c3f190f40,Analyst,11,6.7,16.5,22.7,2.7,High,1.0,7.1,0.1,1,7.0,5.4,10.0,82.2,High
fda98d32-00d1-41b7-a03d-78a54103d6c7,Analyst,7,9.8,11.7,19.9,1.4,High,6.5,9.4,3.55,6,5.6,5.5,10.0,45.4,High
b13ee9c0-e17f-436e-8543-273caa17ff1c,Analyst,16,12.8,31.5,13.4,0.4,High,4.5,6.3,2.87,4,5.8,5.3,10.0,64.0,High
dff5e2e4-aea8-4fc1-88db-35ca4e878585,Marketer,12,10.2,24.6,18.1,0.8,Low,5.0,7.7,1.01,3,5.4,7.7,5.15,76.4,Medium
c08e9f3c-68e4-4c00-b229-0f17018a0196,Developer,15,22.1,60.8,10.0,1.7,Medium,4.2,7.4,3.59,7,4.9,5.4,8.48,83.8,High
